ID,prefLabel,altLabel,definition,broader,exactMatch,closeMatch
https://soilwise-he.github.io/soil-health#extractableElementsProcedure-Extr_cacl2,Extr_cacl2,,CaCl2. Particularly used for soluble P.,aluminium extractable elements; boron extractable elements; cadmium extractable elements; calcium extractable elements; copper extractable elements; iron extractable elements; magnesium extractable elements; manganese extractable elements; molybdenum extractable elements; phosphorus extractable elements; potassium extractable elements; sodium extractable elements; sulfur extractable elements; zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_cacl2,
https://soilwise-he.github.io/soil-health#extractableElementsProcedure-Extr_capo4,Extr_capo4,,Ca phosphate. Particularly used for available S.,aluminium extractable elements; boron extractable elements; cadmium extractable elements; calcium extractable elements; copper extractable elements; iron extractable elements; magnesium extractable elements; manganese extractable elements; molybdenum extractable elements; phosphorus extractable elements; potassium extractable elements; sodium extractable elements; sulfur extractable elements; zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_capo4,
https://soilwise-he.github.io/soil-health#extractableElementsProcedure-Extr_dtpa,Extr_dtpa,,DiethyneleTriaminePentaAcetic acid (DTPA) method,aluminium extractable elements; boron extractable elements; cadmium extractable elements; calcium extractable elements; copper extractable elements; iron extractable elements; magnesium extractable elements; manganese extractable elements; molybdenum extractable elements; phosphorus extractable elements; potassium extractable elements; sodium extractable elements; sulfur extractable elements; zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_dtpa,
https://soilwise-he.github.io/soil-health#extractableElementsProcedure-Extr_edta,Extr_edta,,EthyleneDiamineTetraAcetic acid (EDTA) method,aluminium extractable elements; boron extractable elements; cadmium extractable elements; calcium extractable elements; copper extractable elements; iron extractable elements; magnesium extractable elements; manganese extractable elements; molybdenum extractable elements; phosphorus extractable elements; potassium extractable elements; sodium extractable elements; sulfur extractable elements; zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_edta,
https://soilwise-he.github.io/soil-health#extractableElementsProcedure-Extr_h2so4-truog,Extr_h2so4-truog,,Method of Truog (dilute H2SO4). Particularly used for available P.,aluminium extractable elements; boron extractable elements; cadmium extractable elements; calcium extractable elements; copper extractable elements; iron extractable elements; magnesium extractable elements; manganese extractable elements; molybdenum extractable elements; phosphorus extractable elements; potassium extractable elements; sodium extractable elements; sulfur extractable elements; zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_h2so4-truog,
https://soilwise-he.github.io/soil-health#extractableElementsProcedure-Extr_hcl-h2so4-nelson,Extr_hcl-h2so4-nelso,,Method of Nelson (dilute HCl/H2SO4). Particularly used for available P.,aluminium extractable elements; boron extractable elements; cadmium extractable elements; calcium extractable elements; copper extractable elements; iron extractable elements; magnesium extractable elements; manganese extractable elements; molybdenum extractable elements; phosphorus extractable elements; potassium extractable elements; sodium extractable elements; sulfur extractable elements; zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_hcl-h2so4-nelson,
https://soilwise-he.github.io/soil-health#extractableElementsProcedure-Extr_hcl-nh4f-bray1,Extr_hcl-nh4f-bray1,,Method of Bray I  (dilute HCl/NH4F). Particularly used for available P.,aluminium extractable elements; boron extractable elements; cadmium extractable elements; calcium extractable elements; copper extractable elements; iron extractable elements; magnesium extractable elements; manganese extractable elements; molybdenum extractable elements; phosphorus extractable elements; potassium extractable elements; sodium extractable elements; sulfur extractable elements; zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_hcl-nh4f-bray1,
https://soilwise-he.github.io/soil-health#extractableElementsProcedure-Extr_hcl-nh4f-bray2,Extr_hcl-nh4f-bray2,,Method of Bray II (dilute HCl/NH4F). Particularly used for available P.,aluminium extractable elements; boron extractable elements; cadmium extractable elements; calcium extractable elements; copper extractable elements; iron extractable elements; magnesium extractable elements; manganese extractable elements; molybdenum extractable elements; phosphorus extractable elements; potassium extractable elements; sodium extractable elements; sulfur extractable elements; zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_hcl-nh4f-bray2,
https://soilwise-he.github.io/soil-health#extractableElementsProcedure-Extr_hcl-nh4f-kurtz-bray,Extr_hcl-nh4f-kurtz-bray,,Method of Kurtz-Bray I (0.025 M HCl + 0.03 M NH4F). Particularly used for available P.,aluminium extractable elements; boron extractable elements; cadmium extractable elements; calcium extractable elements; copper extractable elements; iron extractable elements; magnesium extractable elements; manganese extractable elements; molybdenum extractable elements; phosphorus extractable elements; potassium extractable elements; sodium extractable elements; sulfur extractable elements; zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_hcl-nh4f-kurtz-bray,
https://soilwise-he.github.io/soil-health#extractableElementsProcedure-Extr_hno3,Extr_hno3,,Nitric acid (HNO3) method,aluminium extractable elements; boron extractable elements; cadmium extractable elements; calcium extractable elements; copper extractable elements; iron extractable elements; magnesium extractable elements; manganese extractable elements; molybdenum extractable elements; phosphorus extractable elements; potassium extractable elements; sodium extractable elements; sulfur extractable elements; zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_hno3,
https://soilwise-he.github.io/soil-health#extractableElementsProcedure-Extr_hotwater,Extr_hotwater,,Hot water. Particularly used for available B,aluminium extractable elements; boron extractable elements; cadmium extractable elements; calcium extractable elements; copper extractable elements; iron extractable elements; magnesium extractable elements; manganese extractable elements; molybdenum extractable elements; phosphorus extractable elements; potassium extractable elements; sodium extractable elements; sulfur extractable elements; zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_hotwater,
https://soilwise-he.github.io/soil-health#extractableElementsProcedure-Extr_m1,Extr_m1,,Mehlich1 method,aluminium extractable elements; boron extractable elements; cadmium extractable elements; calcium extractable elements; copper extractable elements; iron extractable elements; magnesium extractable elements; manganese extractable elements; molybdenum extractable elements; phosphorus extractable elements; potassium extractable elements; sodium extractable elements; sulfur extractable elements; zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_m1,
https://soilwise-he.github.io/soil-health#extractableElementsProcedure-Extr_m2,Extr_m2,,Mehlich2 method,aluminium extractable elements; boron extractable elements; cadmium extractable elements; calcium extractable elements; copper extractable elements; iron extractable elements; magnesium extractable elements; manganese extractable elements; molybdenum extractable elements; phosphorus extractable elements; potassium extractable elements; sodium extractable elements; sulfur extractable elements; zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_m2,
https://soilwise-he.github.io/soil-health#extractableElementsProcedure-Extr_m3,Extr_m3,,Mehlich3 method (extractant 0.2 N CH3COOH + 0.25 N NH4NO3 + 0.015 N NH4F + 0.013 N HNO3 + 0.001 M EDTA),aluminium extractable elements; boron extractable elements; cadmium extractable elements; calcium extractable elements; copper extractable elements; iron extractable elements; magnesium extractable elements; manganese extractable elements; molybdenum extractable elements; phosphorus extractable elements; potassium extractable elements; sodium extractable elements; sulfur extractable elements; zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_m3,
https://soilwise-he.github.io/soil-health#extractableElementsProcedure-Extr_m3-spec,Extr_m3-spec,,Spectrally measured and converted to Mehlich3 method (extractant 0.2 N CH3COOH + 0.25 N NH4NO3 + 0.015 N NH4F + 0.013 N HNO3 + 0.001 M EDTA),aluminium extractable elements; boron extractable elements; cadmium extractable elements; calcium extractable elements; copper extractable elements; iron extractable elements; magnesium extractable elements; manganese extractable elements; molybdenum extractable elements; phosphorus extractable elements; potassium extractable elements; sodium extractable elements; sulfur extractable elements; zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_m3-spec,
https://soilwise-he.github.io/soil-health#extractableElementsProcedure-Extr_nahco3-olsen,Extr_nahco3-ols,,Method of Olsen (0.5 M Sodium Bicarbonate (NaHCO3) extraction at pH8.5). Particularly used for available P.,aluminium extractable elements; boron extractable elements; cadmium extractable elements; calcium extractable elements; copper extractable elements; iron extractable elements; magnesium extractable elements; manganese extractable elements; molybdenum extractable elements; phosphorus extractable elements; potassium extractable elements; sodium extractable elements; sulfur extractable elements; zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_nahco3-olsen,
https://soilwise-he.github.io/soil-health#extractableElementsProcedure-Extr_nahco3-olsen-dabin,Extr_nahco3-olsen-dabi,,"Method of Olsen, modified by Dabin (ORSTOM). Particularly used for available P.",aluminium extractable elements; boron extractable elements; cadmium extractable elements; calcium extractable elements; copper extractable elements; iron extractable elements; magnesium extractable elements; manganese extractable elements; molybdenum extractable elements; phosphorus extractable elements; potassium extractable elements; sodium extractable elements; sulfur extractable elements; zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_nahco3-olsen-dabin,
https://soilwise-he.github.io/soil-health#extractableElementsProcedure-Extr_naoac-morgan,Extr_naoac-morga,,Method of Morgan (Na-acetate/acetic acid). Particularly used for available P.,aluminium extractable elements; boron extractable elements; cadmium extractable elements; calcium extractable elements; copper extractable elements; iron extractable elements; magnesium extractable elements; manganese extractable elements; molybdenum extractable elements; phosphorus extractable elements; potassium extractable elements; sodium extractable elements; sulfur extractable elements; zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_naoac-morgan,
https://soilwise-he.github.io/soil-health#extractableElementsProcedure-Extr_nh4-co3-2-ambic1,Extr_nh4-co3-2-ambic1,,Ambic1 method (ammonium bicarbonate) (South Africa). Particularly used for available P.,aluminium extractable elements; boron extractable elements; cadmium extractable elements; calcium extractable elements; copper extractable elements; iron extractable elements; magnesium extractable elements; manganese extractable elements; molybdenum extractable elements; phosphorus extractable elements; potassium extractable elements; sodium extractable elements; sulfur extractable elements; zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_nh4-co3-2-ambic1,
https://soilwise-he.github.io/soil-health#extractableElementsProcedure-Extr_nh4ch3ch-oh-cooh-leuven,Extr_nh4ch3ch-oh-cooh-leuv,,NH4-lactate extraction method (KU-Leuven). Particularly used for available P.,aluminium extractable elements; boron extractable elements; cadmium extractable elements; calcium extractable elements; copper extractable elements; iron extractable elements; magnesium extractable elements; manganese extractable elements; molybdenum extractable elements; phosphorus extractable elements; potassium extractable elements; sodium extractable elements; sulfur extractable elements; zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_nh4ch3ch-oh-cooh-leuven,
https://soilwise-he.github.io/soil-health#FertiliserUse,fertiliser use,,,soil management,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#FertilizerUse,
https://soilwise-he.github.io/soil-health#Filtration,filtration,,,soil engineering functions; soil environmental functions,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Filtration,
https://soilwise-he.github.io/soil-health#FineSand,fine sand,,,sand,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#FineSand,
https://soilwise-he.github.io/soil-health#Flood,flood,,,inundation,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Flood,
https://soilwise-he.github.io/soil-health#FloodDuration,flood duration,,"Flood Duration refers to the length of time during which an area is inundated by floodwaters. The duration of flooding can significantly affect soil structure, nutrient availability, and plant growth, especially in flood-prone regions. Source: USGS, 'Floodplain Management'",flood,http://w3id.org/glosis/model/siteplot/floodDurationProperty,
https://soilwise-he.github.io/soil-health#FloodFrequency,flood frequency,,"Flood Frequency refers to how often flooding occurs in a particular area, typically expressed in terms of recurrence intervals (e.g., once every 10 years). This property is vital for assessing flood risk, soil erosion, and the potential for soil nutrient loss due to repeated flooding events. Source: USGS, 'Floodplain Management'",flood,http://w3id.org/glosis/model/siteplot/floodFrequencyProperty,
https://soilwise-he.github.io/soil-health#FluxControlledWaterInfiltration,flux controlled water infiltration,,,soil water infiltration,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#FluxControlledWaterInfiltration,
https://soilwise-he.github.io/soil-health#Fog,fog,,,precipitation,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Fog,
https://soilwise-he.github.io/soil-health#Force,force,,,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Force,
https://soilwise-he.github.io/soil-health#FoundationStability,foundation stability,,,soil engineering functions,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#FoundationStability,
https://soilwise-he.github.io/soil-health#FoundationStrength,foundation strength,,,soil engineering functions,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#FoundationStrength,
https://soilwise-he.github.io/soil-health#Fragment,fragment,,,,,
https://soilwise-he.github.io/soil-health#FragmentClass,fragment class,,"The Fragments Class categorizes the size, shape, and quantity of coarse fragments (e.g., gravel, stones) present in the soil. These fragments affect soil porosity, water retention, and root penetration. The classification includes gravelly, stony, or bouldery soils. Source: Soil Survey Manual (USDA, 2017).",,http://w3id.org/glosis/model/layerhorizon/fragmentsClassProperty,
https://soilwise-he.github.io/soil-health#FragmentCover,fragment cover,,"The Fragment Cover describes the proportion of the soil surface covered by coarse fragments such as rocks, stones, or other large particles. This property is important because a high fragment cover can reduce soil erosion but may also interfere with water infiltration and root growth. Fragment cover is often used as an indicator of soil stability and erosion potential. Source: FAO (2006). Guidelines for Soil Description (4th ed.). Food and Agriculture Organization of the United Nations.",fragment,http://w3id.org/glosis/model/common/fragmentCoverProperty,
https://soilwise-he.github.io/soil-health#FragmentSize,fragment size,,"The Fragment Size refers to the dimensions of rock or mineral fragments present in the soil. These fragments are categorized based on their size, ranging from small gravel particles to larger stones and boulders. Larger fragments tend to reduce soil fertility, inhibit root growth, and decrease water retention. Smaller fragments, in contrast, contribute to soil texture and permeability. Source: Soil Science Society of America. (2008). Soil Science Glossary. Soil Science Society of America.",fragment,http://w3id.org/glosis/model/common/fragmentsSizeProperty,
https://soilwise-he.github.io/soil-health#FriableConsistence,friable consistence,,,soil consistence,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#FriableConsistence,
https://soilwise-he.github.io/soil-health#organicMatterProcedure-FulAcidC_unkn,FulAcidC_unk,,Fulvic acid carbon_unknown method,soil organic matter,http://w3id.org/glosis/model/procedure/organicMatterProcedure-FulAcidC_unkn,
https://soilwise-he.github.io/soil-health#GaseousCompositionOfSoilAir,gaseous composition of soil air,,,soil air physical properties; soil contents,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#GaseousCompositionOfSoilAir,
https://soilwise-he.github.io/soil-health#Geology,geology,,"Geology refers to the underlying geological composition of an area, including rock types, mineral content, and geological processes. The geology of a region influences soil formation, structure, fertility, and drainage properties. Source: AGI, 'Encyclopedia of Geology'",,http://w3id.org/glosis/model/siteplot/geologyProperty,
https://soilwise-he.github.io/soil-health#GeometricMeanDiametre,geometric mean diametre,,,soil aggregation index,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#GeometricMeanDiameter,
https://soilwise-he.github.io/soil-health#Grasses,grasses,grass,,vegetation,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Grass,
https://soilwise-he.github.io/soil-health#GreenhouseEffect,greenhouse effect,,,planetary phenomena,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#GreenhouseEffect,
https://soilwise-he.github.io/soil-health#GroundCover,ground cover,,,material thing,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#GroundCover,
https://soilwise-he.github.io/soil-health#GroundwaterDepth,groundwater depth,,"Groundwater Depth indicates the depth from the soil surface to the water table, which affects soil moisture levels, plant growth, and root penetration. Shallow groundwater can influence soil salinity and nutrient availability, while deep groundwater may limit water access for plants. Source: USDA NRCS, 'Groundwater and Soil'",,http://w3id.org/glosis/model/siteplot/groundwaterDepthProperty,
https://soilwise-he.github.io/soil-health#GroundwaterReproduction,groundwater reproduction,,,soil function indicators,,
https://soilwise-he.github.io/soil-health#Gypsum,gypsum,,"The gypsum content, expressed as weight, refers to the soil’s calcium sulfate levels. Gypsum improves soil structure, alleviates sodicity, and enhances water infiltration. It is commonly applied to saline-sodic soils for reclamation. Source: FAO Soil Bulletin.",,http://w3id.org/glosis/model/codelists/physioChemicalPropertyCode-Gyp,
https://soilwise-he.github.io/soil-health#GypsumContents,gypsum contents,gypsum content,"The Gypsum Content quantifies the amount of gypsum (calcium sulfate dihydrate) present in the soil. Gypsum affects soil structure, water infiltration, and nutrient availability, especially in arid and semi-arid regions. Source: FAO (2006). Guidelines for Soil Description.",gypsum,http://w3id.org/glosis/model/layerhorizon/gypsumContentProperty,
https://soilwise-he.github.io/soil-health#GypsumForms,gypsum forms,gypsum form,"The Gypsum Forms describes the morphology of gypsum within the soil, such as crystals, veins, or nodules. The form indicates the processes of soil formation and water movement in gypsum-rich soils. Source: FAO (2006). Guidelines for Soil Description.",gypsum,http://w3id.org/glosis/model/layerhorizon/gypsumFormsProperty,
https://soilwise-he.github.io/soil-health#GypsumWeight,gypsum weight,,"The Gypsum Weight measures the mass of gypsum in the soil profile. This value helps evaluate the potential for soil salinity issues and influences decisions for agricultural or land reclamation practices. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.",gypsum,http://w3id.org/glosis/model/layerhorizon/gypsumWeightProperty,
https://soilwise-he.github.io/soil-health#HabitatProvisionCapacity,habitat provision capacity,,,soil function indicators,,
https://soilwise-he.github.io/soil-health#Hail,hail,,,precipitation,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Hail,
https://soilwise-he.github.io/soil-health#HarshConsistence,harsh consistence,,,soil consistence,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#HarshConsistence,
https://soilwise-he.github.io/soil-health#organicMatterProcedure-HumAcidC_unkn,HumAcidC_unk,,Humic acid carbon_unknown method,soil organic matter,http://w3id.org/glosis/model/procedure/organicMatterProcedure-HumAcidC_unkn,
https://soilwise-he.github.io/soil-health#HumanInfluenceClass,human influence class,,"Human Influence Class classifies the extent of human impact on a landscape or ecosystem, ranging from minimal disturbance to high levels of modification. This classification helps in understanding the effects of urbanization, agriculture, or industrial activity on soil properties and ecosystem functions. Source: FAO, 'Land Degradation Assessment in Drylands'",,http://w3id.org/glosis/model/siteplot/humanInfluenceClassProperty,
https://soilwise-he.github.io/soil-health#HydraulicConductivity,hydraulic conductivity,,,derived soil properties,,
https://soilwise-he.github.io/soil-health#HydrogenExchangeableBases,hydrogen exchangeable bases,hydrogen exchangeable base,Hydrogen ions bound to exchange surfaces in the soil such as clay minerals and organic matter that can be released to the soil solution upon exchange,,http://w3id.org/glosis/model/codelists/physioChemicalPropertyCode-Hydexc,
https://soilwise-he.github.io/soil-health#IndexBasedOnTextureAndCementingAgents,index based on texture and cementing agents,index based on texture and cementing agent,,soil structure indirect index,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#IndexBasedOnTextureAndCementingAgents,
https://soilwise-he.github.io/soil-health#IndexOfCrusting,index of crusting,,,soil structure indirect index,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#IndexOfCrusting,
https://soilwise-he.github.io/soil-health#IndexOfErodibility,index of erodibility,,,soil erodibility index,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#IndexOfErodibility,
https://soilwise-he.github.io/soil-health#IndexOfResistance,index of resistance,,,soil structure indirect index,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#IndexOfResistance,
https://soilwise-he.github.io/soil-health#IndexOfStructuralStability,index of structural stability,,,soil structure indirect index,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#IndexOfStructuralStability,
https://soilwise-he.github.io/soil-health#Infrastructure,infrastructure,,,material thing,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Infrastructure,
https://soilwise-he.github.io/soil-health#carbonInorganicProcedure-InOrgC_calcul-caco3,InOrgC_calcul-caco3,,"Indirect estimate from total carbonate equivalent, with a factor of 0.12 (molar weights: CaCO3 100g/mol, C 12g/mol)",soil inorganic carbon,http://w3id.org/glosis/model/procedure/carbonInorganicProcedure-InOrgC_calcul-caco3,
https://soilwise-he.github.io/soil-health#carbonInorganicProcedure-InOrgC_calcul-tc-oc,InOrgC_calcul-tc-oc,,Indirect estimate (total carbon minus organic carbon = inorganic carbon),soil inorganic carbon,http://w3id.org/glosis/model/procedure/carbonInorganicProcedure-InOrgC_calcul-tc-oc,
https://soilwise-he.github.io/soil-health#Inputs,inputs,,,external factors,,
https://soilwise-he.github.io/soil-health#InterAggregatePorosity,inter aggregate porosity,,,soil porosity,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#InterAggregatePorosity,
https://soilwise-he.github.io/soil-health#InteraggregatePores,interaggregate pores,interaggregate pore,,soil pores,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#InteraggregatePore,
https://soilwise-he.github.io/soil-health#Interflow,interflow,,,water interchange,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Interflow,
https://soilwise-he.github.io/soil-health#InterlatticeSwelling,interlattice swelling,,,soil swelling,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#InterlatticeSwelling,
https://soilwise-he.github.io/soil-health#InterparticleBond,interparticle bond,,,force,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#InterparticleBond,
https://soilwise-he.github.io/soil-health#InterparticleSwelling,interparticle swelling,,,soil swelling,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#InterparticleSwelling,
https://soilwise-he.github.io/soil-health#InterstructuralPores,interstructural pores,interstructural pore,,soil pores,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#InterstructuralPore,
https://soilwise-he.github.io/soil-health#IntraAggregatePorosity,intra aggregate porosity,,,soil porosity,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#IntraAggregatePorosity,
https://soilwise-he.github.io/soil-health#IntraaggregatePores,intraaggregate pores,intraaggregate pore,,soil pores,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#IntraaggregatePore,
https://soilwise-he.github.io/soil-health#IntrinsicChargeDensity,intrinsic charge density,,,soil charge density,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#IntrinsicChargeDensity,
https://soilwise-he.github.io/soil-health#Inundation,inundation,,,planetary phenomena,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Inundation,
https://soilwise-he.github.io/soil-health#IonExchange,ion exchange,,,soil chemical processes,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#IonExchange,
https://soilwise-he.github.io/soil-health#Ions,ions,ion,,chemical substance,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Ion,
https://soilwise-he.github.io/soil-health#IronExtractableElements,iron extractable elements,,Iron bound to the soil matrix but that can be released into the soil solution (i.e. become bio-available),irons,http://w3id.org/glosis/model/codelists/physioChemicalPropertyCode-Iroext,
https://soilwise-he.github.io/soil-health#IronTotalElements,iron total elements,,"Total iron includes all iron forms in the soil, from soluble ferrous iron (Fe²⁺) to insoluble ferric iron (Fe³⁺). Iron is essential for plant chlorophyll synthesis and various enzymatic reactions. Deficiency, often seen in alkaline soils, results in chlorosis, while excessive iron can cause toxicity in acidic soils. Source: Soil Chemistry by Bohn et al.",irons,http://w3id.org/glosis/model/codelists/physioChemicalPropertyCode-Irotot,
https://soilwise-he.github.io/soil-health#Irons,irons,iron,,micronutrients,,
https://soilwise-he.github.io/soil-health#Irrigation,irrigation,,,soil management,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Irrigation,
https://soilwise-he.github.io/soil-health#KoeppenClass,koeppen class,,"Koeppen Class refers to the classification of climate zones based on temperature and precipitation patterns, as defined by the Köppen climate classification system. This classification directly influences soil temperature, moisture content, and vegetation types, which in turn affect soil formation and properties. Source: Köppen, W., 'Geiger's Climate Maps'",,http://w3id.org/glosis/model/siteplot/koeppenClassProperty,
https://soilwise-he.github.io/soil-health#hydraulicConductivityProcedure-Ksat_bhole,Ksat_bhol,,Saturated hydraulic conductivity. Bore hole method,soil hydraulic conductivity,http://w3id.org/glosis/model/procedure/hydraulicConductivityProcedure-Ksat_bhole,
https://soilwise-he.github.io/soil-health#hydraulicConductivityProcedure-KSat_calcul-ptf,KSat_calcul-ptf,,Saturated hydraulic conductivity.,soil hydraulic conductivity,http://w3id.org/glosis/model/procedure/hydraulicConductivityProcedure-KSat_calcul-ptf,
https://soilwise-he.github.io/soil-health#hydraulicConductivityProcedure-KSat_calcul-ptf-genuchten,KSat_calcul-ptf-genucht,,Saturated and not saturated hydraulic conductivity.,soil hydraulic conductivity,http://w3id.org/glosis/model/procedure/hydraulicConductivityProcedure-KSat_calcul-ptf-genuchten,
https://soilwise-he.github.io/soil-health#hydraulicConductivityProcedure-KSat_calcul-ptf-saxton,KSat_calcul-ptf-saxto,,Saturated hydraulic conductivity.,soil hydraulic conductivity,http://w3id.org/glosis/model/procedure/hydraulicConductivityProcedure-KSat_calcul-ptf-saxton,
https://soilwise-he.github.io/soil-health#hydraulicConductivityProcedure-Ksat_column,Ksat_colum,,Saturated hydraulic conductivity. Permeability in cm/hr determined in column filled with fine earth fraction,soil hydraulic conductivity,http://w3id.org/glosis/model/procedure/hydraulicConductivityProcedure-Ksat_column,
https://soilwise-he.github.io/soil-health#hydraulicConductivityProcedure-Ksat_dblring,Ksat_dblring,,Saturated hydraulic conductivity. Double ring method,soil hydraulic conductivity,http://w3id.org/glosis/model/procedure/hydraulicConductivityProcedure-Ksat_dblring,
https://soilwise-he.github.io/soil-health#hydraulicConductivityProcedure-Ksat_invbhole,Ksat_invbhol,,Saturated hydraulic conductivity. Inverse bore hole method,soil hydraulic conductivity,http://w3id.org/glosis/model/procedure/hydraulicConductivityProcedure-Ksat_invbhole,
https://soilwise-he.github.io/soil-health#LabileSolute,labile solute,,,nonconservative solute,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#LabileSolute,
https://soilwise-he.github.io/soil-health#LandCover,land cover,,,material thing,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#LandCover,
https://soilwise-he.github.io/soil-health#LandUse,land use,,,external factors,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#LandUse,
https://soilwise-he.github.io/soil-health#LandUseBareCover,land use bare cover,,"Bare Cover Abundance refers to the extent of land area without vegetation or artificial cover, such as bare soil or rocky surfaces. High proportions of bare cover increase the risk of soil erosion and desertification, particularly in areas with poor vegetation or human disturbance. Source: FAO, 'Land Use and Land Cover Classification'",land use,http://w3id.org/glosis/model/siteplot/bareCoverAbundanceProperty,
https://soilwise-he.github.io/soil-health#LandUseClass,land use class,,"Land Use Class refers to the classification of land based on its primary use, such as agricultural, industrial, urban, or natural areas. This property helps assess the impact of land management practices on soil quality, including erosion risks, compaction, and fertility, and is critical for sustainable land-use planning. Source: FAO, 'Land Use and Land Cover Classification'",,http://w3id.org/glosis/model/siteplot/landUseClassProperty,
https://soilwise-he.github.io/soil-health#LandUseForest,land use forest,,"Forest Abundance refers to the proportion or extent of land covered by forest vegetation in a given area. It is often quantified as the percentage of land area dominated by tree species, reflecting the ecological importance of forests in influencing soil fertility, moisture retention, and biodiversity. Forested areas typically contribute to soil formation and stabilization through leaf litter and root systems that reduce erosion. Source: FAO, 'Forest Resources Assessment'",land use,http://w3id.org/glosis/model/siteplot/forestAbundanceProperty,
https://soilwise-he.github.io/soil-health#LandUseGrasses,land use grasses,land use grass,"Grass Abundance indicates the extent or percentage of land covered by grasses or herbaceous plants. This property is important for understanding land productivity, grazing capacity, and soil health, as grasses play a key role in preventing soil erosion, enhancing organic matter content, and maintaining soil structure. Source: FAO, 'Grassland Ecosystems and Management'",land use,http://w3id.org/glosis/model/siteplot/grassAbundanceProperty,
